# Detector n: 1D Projection
  8.7500000000E+00  8.7760000000E+00  9.58364E-05  4.67955E-01
  8.7760000000E+00  8.8020000000E+00  9.53329E-05  4.15533E-01
  8.8020000000E+00  8.8280000000E+00  9.54310E-05  4.44805E-01
  8.8280000000E+00  8.8540000000E+00  9.61895E-05  4.83222E-01
  8.8540000000E+00  8.8800000000E+00  9.61024E-05  4.54370E-01
  8.8800000000E+00  8.9060000000E+00  9.51870E-05  3.98035E-01
  8.9060000000E+00  8.9320000000E+00  9.51522E-05  4.13758E-01
  8.9320000000E+00  8.9580000000E+00  9.55831E-05  4.40196E-01
  8.9580000000E+00  8.9840000000E+00  9.63571E-05  4.48216E-01
  8.9840000000E+00  9.0100000000E+00  9.59403E-05  4.30764E-01
  9.0100000000E+00  9.0360000000E+00  9.61186E-05  4.20779E-01
  9.0360000000E+00  9.0620000000E+00  9.65807E-05  4.50299E-01
  9.0620000000E+00  9.0880000000E+00  9.59276E-05  4.21445E-01
  9.0880000000E+00  9.1140000000E+00  9.64462E-05  4.54465E-01
  9.1140000000E+00  9.1400000000E+00  9.65514E-05  4.51963E-01
  9.1400000000E+00  9.1660000000E+00  9.57450E-05  4.01301E-01
  9.1660000000E+00  9.1920000000E+00  9.58483E-05  4.42632E-01
  9.1920000000E+00  9.2180000000E+00  9.58942E-05  4.51717E-01
  9.2180000000E+00  9.2440000000E+00  9.70128E-05  5.19481E-01
  9.2440000000E+00  9.2700000000E+00  9.67410E-05  4.57146E-01
  9.2700000000E+00  9.2960000000E+00  9.64471E-05  4.47656E-01
  9.2960000000E+00  9.3220000000E+00  9.65257E-05  4.50490E-01
  9.3220000000E+00  9.3480000000E+00  9.59756E-05  4.38052E-01
  9.3480000000E+00  9.3740000000E+00  9.62807E-05  4.61437E-01
  9.3740000000E+00  9.4000000000E+00  9.65782E-05  4.41303E-01
  9.4000000000E+00  9.4260000000E+00  9.67796E-05  4.53931E-01
  9.4260000000E+00  9.4520000000E+00  9.67916E-05  4.40482E-01
  9.4520000000E+00  9.4780000000E+00  9.79421E-05  5.62320E-01
  9.4780000000E+00  9.5040000000E+00  9.64071E-05  4.12806E-01
  9.5040000000E+00  9.5300000000E+00  9.64985E-05  4.11985E-01
  9.5300000000E+00  9.5560000000E+00  9.63436E-05  4.16787E-01
  9.5560000000E+00  9.5820000000E+00  9.62452E-05  4.00781E-01
  9.5820000000E+00  9.6080000000E+00  9.66570E-05  4.02609E-01
  9.6080000000E+00  9.6340000000E+00  9.68587E-05  4.16836E-01
  9.6340000000E+00  9.6600000000E+00  9.75293E-05  4.52383E-01
  9.6600000000E+00  9.6860000000E+00  9.73747E-05  4.59160E-01
  9.6860000000E+00  9.7120000000E+00  9.79487E-05  4.63570E-01
  9.7120000000E+00  9.7380000000E+00  9.76925E-05  4.38775E-01
  9.7380000000E+00  9.7640000000E+00  9.75030E-05  4.23556E-01
  9.7640000000E+00  9.7900000000E+00  9.77338E-05  4.32719E-01
  9.7900000000E+00  9.8160000000E+00  9.85932E-05  4.41047E-01
  9.8160000000E+00  9.8420000000E+00  9.82351E-05  4.66757E-01
  9.8420000000E+00  9.8680000000E+00  9.77572E-05  4.15611E-01
  9.8680000000E+00  9.8940000000E+00  9.78558E-05  4.30624E-01
  9.8940000000E+00  9.9200000000E+00  9.79945E-05  3.93801E-01
  9.9200000000E+00  9.9460000000E+00  9.80417E-05  4.23244E-01
  9.9460000000E+00  9.9720000000E+00  9.73839E-05  4.08891E-01
  9.9720000000E+00  9.9980000000E+00  9.81874E-05  4.53564E-01
  9.9980000000E+00  1.0024000000E+01  9.78454E-05  4.18730E-01
  1.0024000000E+01  1.0050000000E+01  9.96332E-05  4.72416E-01
  1.0050000000E+01  1.0076000000E+01  9.89678E-05  4.49901E-01
  1.0076000000E+01  1.0102000000E+01  9.90362E-05  4.32025E-01
  1.0102000000E+01  1.0128000000E+01  9.95253E-05  4.33700E-01
  1.0128000000E+01  1.0154000000E+01  9.93980E-05  4.20512E-01
  1.0154000000E+01  1.0180000000E+01  9.93510E-05  4.26539E-01
  1.0180000000E+01  1.0206000000E+01  9.96510E-05  4.08256E-01
  1.0206000000E+01  1.0232000000E+01  9.92563E-05  4.15147E-01
  1.0232000000E+01  1.0258000000E+01  9.92543E-05  4.60437E-01
  1.0258000000E+01  1.0284000000E+01  9.87189E-05  4.28767E-01
  1.0284000000E+01  1.0310000000E+01  9.93942E-05  4.24694E-01
  1.0310000000E+01  1.0336000000E+01  9.98162E-05  4.30363E-01
  1.0336000000E+01  1.0362000000E+01  9.98662E-05  4.31080E-01
  1.0362000000E+01  1.0388000000E+01  9.93153E-05  4.41596E-01
  1.0388000000E+01  1.0414000000E+01  9.95350E-05  4.11220E-01
  1.0414000000E+01  1.0440000000E+01  9.99722E-05  4.21495E-01
  1.0440000000E+01  1.0466000000E+01  1.00550E-04  4.25690E-01
  1.0466000000E+01  1.0492000000E+01  1.00491E-04  4.21522E-01
  1.0492000000E+01  1.0518000000E+01  1.00773E-04  4.37011E-01
  1.0518000000E+01  1.0544000000E+01  1.00614E-04  4.34950E-01
  1.0544000000E+01  1.0570000000E+01  1.00556E-04  4.25952E-01
  1.0570000000E+01  1.0596000000E+01  1.00949E-04  4.33261E-01
  1.0596000000E+01  1.0622000000E+01  1.00306E-04  3.94545E-01
  1.0622000000E+01  1.0648000000E+01  1.01399E-04  4.37726E-01
  1.0648000000E+01  1.0674000000E+01  1.01739E-04  4.72748E-01
  1.0674000000E+01  1.0700000000E+01  1.00932E-04  4.38650E-01
  1.0700000000E+01  1.0726000000E+01  1.00900E-04  4.14970E-01
  1.0726000000E+01  1.0752000000E+01  1.01496E-04  4.95342E-01
  1.0752000000E+01  1.0778000000E+01  1.01708E-04  4.53409E-01
  1.0778000000E+01  1.0804000000E+01  1.01831E-04  4.53468E-01
  1.0804000000E+01  1.0830000000E+01  1.01381E-04  4.19760E-01
  1.0830000000E+01  1.0856000000E+01  1.01515E-04  4.49522E-01
  1.0856000000E+01  1.0882000000E+01  1.01334E-04  3.99633E-01
  1.0882000000E+01  1.0908000000E+01  1.02588E-04  4.57206E-01
  1.0908000000E+01  1.0934000000E+01  1.02469E-04  4.24751E-01
  1.0934000000E+01  1.0960000000E+01  1.01996E-04  4.27620E-01
  1.0960000000E+01  1.0986000000E+01  1.02352E-04  4.71016E-01
  1.0986000000E+01  1.1012000000E+01  1.02766E-04  4.55830E-01
  1.1012000000E+01  1.1038000000E+01  1.02362E-04  4.35893E-01
  1.1038000000E+01  1.1064000000E+01  1.02675E-04  4.31436E-01
  1.1064000000E+01  1.1090000000E+01  1.02816E-04  4.45070E-01
  1.1090000000E+01  1.1116000000E+01  1.03300E-04  4.13146E-01
  1.1116000000E+01  1.1142000000E+01  1.03311E-04  4.31905E-01
  1.1142000000E+01  1.1168000000E+01  1.02496E-04  4.01679E-01
  1.1168000000E+01  1.1194000000E+01  1.02524E-04  4.33598E-01
  1.1194000000E+01  1.1220000000E+01  1.03060E-04  4.47880E-01
  1.1220000000E+01  1.1246000000E+01  1.02914E-04  4.10715E-01
  1.1246000000E+01  1.1272000000E+01  1.02874E-04  4.21648E-01
  1.1272000000E+01  1.1298000000E+01  1.03118E-04  4.23248E-01
  1.1298000000E+01  1.1324000000E+01  1.03179E-04  4.06194E-01
  1.1324000000E+01  1.1350000000E+01  1.03669E-04  4.54136E-01
  1.1350000000E+01  1.1376000000E+01  1.03795E-04  4.32678E-01
  1.1376000000E+01  1.1402000000E+01  1.03877E-04  4.41886E-01
  1.1402000000E+01  1.1428000000E+01  1.04349E-04  5.05098E-01
  1.1428000000E+01  1.1454000000E+01  1.04110E-04  4.21670E-01
  1.1454000000E+01  1.1480000000E+01  1.05314E-04  4.83787E-01
  1.1480000000E+01  1.1506000000E+01  1.04912E-04  4.28335E-01
  1.1506000000E+01  1.1532000000E+01  1.04489E-04  4.11986E-01
  1.1532000000E+01  1.1558000000E+01  1.04905E-04  4.39717E-01
  1.1558000000E+01  1.1584000000E+01  1.04610E-04  4.36144E-01
  1.1584000000E+01  1.1610000000E+01  1.04779E-04  4.09548E-01
  1.1610000000E+01  1.1636000000E+01  1.05784E-04  4.41267E-01
  1.1636000000E+01  1.1662000000E+01  1.05695E-04  4.24457E-01
  1.1662000000E+01  1.1688000000E+01  1.05722E-04  4.43798E-01
  1.1688000000E+01  1.1714000000E+01  1.06780E-04  4.64575E-01
  1.1714000000E+01  1.1740000000E+01  1.06736E-04  4.58140E-01
  1.1740000000E+01  1.1766000000E+01  1.06477E-04  4.47613E-01
  1.1766000000E+01  1.1792000000E+01  1.05217E-04  4.14752E-01
  1.1792000000E+01  1.1818000000E+01  1.05899E-04  4.37548E-01
  1.1818000000E+01  1.1844000000E+01  1.06166E-04  4.43514E-01
  1.1844000000E+01  1.1870000000E+01  1.06855E-04  4.45925E-01
  1.1870000000E+01  1.1896000000E+01  1.05937E-04  4.26548E-01
  1.1896000000E+01  1.1922000000E+01  1.07334E-04  4.39146E-01
  1.1922000000E+01  1.1948000000E+01  1.07126E-04  4.38596E-01
  1.1948000000E+01  1.1974000000E+01  1.06784E-04  4.14582E-01
  1.1974000000E+01  1.2000000000E+01  1.06555E-04  4.07500E-01
  1.2000000000E+01  1.2026000000E+01  1.07190E-04  4.56803E-01
  1.2026000000E+01  1.2052000000E+01  1.06894E-04  4.17096E-01
  1.2052000000E+01  1.2078000000E+01  1.06657E-04  3.89518E-01
  1.2078000000E+01  1.2104000000E+01  1.07964E-04  4.49569E-01
  1.2104000000E+01  1.2130000000E+01  1.07218E-04  4.22021E-01
  1.2130000000E+01  1.2156000000E+01  1.07021E-04  3.81427E-01
  1.2156000000E+01  1.2182000000E+01  1.08620E-04  4.48054E-01
  1.2182000000E+01  1.2208000000E+01  1.08158E-04  4.14129E-01
  1.2208000000E+01  1.2234000000E+01  1.08056E-04  4.12077E-01
  1.2234000000E+01  1.2260000000E+01  1.08167E-04  4.33789E-01
  1.2260000000E+01  1.2286000000E+01  1.07429E-04  4.07891E-01
  1.2286000000E+01  1.2312000000E+01  1.08897E-04  4.38976E-01
  1.2312000000E+01  1.2338000000E+01  1.08335E-04  4.12320E-01
  1.2338000000E+01  1.2364000000E+01  1.08320E-04  4.10724E-01
  1.2364000000E+01  1.2390000000E+01  1.08094E-04  4.00862E-01
  1.2390000000E+01  1.2416000000E+01  1.08890E-04  4.08025E-01
  1.2416000000E+01  1.2442000000E+01  1.08391E-04  3.99113E-01
  1.2442000000E+01  1.2468000000E+01  1.09013E-04  4.36578E-01
  1.2468000000E+01  1.2494000000E+01  1.09268E-04  4.47675E-01
  1.2494000000E+01  1.2520000000E+01  1.08920E-04  3.86546E-01
  1.2520000000E+01  1.2546000000E+01  1.09000E-04  3.89470E-01
  1.2546000000E+01  1.2572000000E+01  1.09268E-04  4.33806E-01
  1.2572000000E+01  1.2598000000E+01  1.09714E-04  4.28974E-01
  1.2598000000E+01  1.2624000000E+01  1.10363E-04  4.38295E-01
  1.2624000000E+01  1.2650000000E+01  1.10564E-04  4.19099E-01
  1.2650000000E+01  1.2676000000E+01  1.10638E-04  4.25823E-01
  1.2676000000E+01  1.2702000000E+01  1.10821E-04  4.54391E-01
  1.2702000000E+01  1.2728000000E+01  1.11324E-04  4.27257E-01
  1.2728000000E+01  1.2754000000E+01  1.10571E-04  4.19255E-01
  1.2754000000E+01  1.2780000000E+01  1.10664E-04  4.24661E-01
  1.2780000000E+01  1.2806000000E+01  1.11110E-04  4.02261E-01
  1.2806000000E+01  1.2832000000E+01  1.12193E-04  4.25373E-01
  1.2832000000E+01  1.2858000000E+01  1.11543E-04  4.30243E-01
  1.2858000000E+01  1.2884000000E+01  1.12170E-04  4.53355E-01
  1.2884000000E+01  1.2910000000E+01  1.12321E-04  4.02077E-01
  1.2910000000E+01  1.2936000000E+01  1.12665E-04  4.22606E-01
  1.2936000000E+01  1.2962000000E+01  1.13490E-04  4.53901E-01
  1.2962000000E+01  1.2988000000E+01  1.13837E-04  4.44196E-01
  1.2988000000E+01  1.3014000000E+01  1.13415E-04  4.24237E-01
  1.3014000000E+01  1.3040000000E+01  1.13774E-04  4.19342E-01
  1.3040000000E+01  1.3066000000E+01  1.14280E-04  4.09017E-01
  1.3066000000E+01  1.3092000000E+01  1.14426E-04  4.26449E-01
  1.3092000000E+01  1.3118000000E+01  1.14406E-04  4.40710E-01
  1.3118000000E+01  1.3144000000E+01  1.14871E-04  4.44535E-01
  1.3144000000E+01  1.3170000000E+01  1.13955E-04  4.17752E-01
  1.3170000000E+01  1.3196000000E+01  1.13869E-04  4.01110E-01
  1.3196000000E+01  1.3222000000E+01  1.14627E-04  4.25642E-01
  1.3222000000E+01  1.3248000000E+01  1.14430E-04  3.85030E-01
  1.3248000000E+01  1.3274000000E+01  1.15285E-04  4.23573E-01
  1.3274000000E+01  1.3300000000E+01  1.15539E-04  4.85510E-01
  1.3300000000E+01  1.3326000000E+01  1.16221E-04  4.01163E-01
  1.3326000000E+01  1.3352000000E+01  1.16316E-04  4.42099E-01
  1.3352000000E+01  1.3378000000E+01  1.16268E-04  4.11555E-01
  1.3378000000E+01  1.3404000000E+01  1.16686E-04  4.11402E-01
  1.3404000000E+01  1.3430000000E+01  1.17024E-04  4.29206E-01
  1.3430000000E+01  1.3456000000E+01  1.16617E-04  4.15962E-01
  1.3456000000E+01  1.3482000000E+01  1.17132E-04  4.48213E-01
  1.3482000000E+01  1.3508000000E+01  1.18634E-04  4.54241E-01
  1.3508000000E+01  1.3534000000E+01  1.18391E-04  4.08707E-01
  1.3534000000E+01  1.3560000000E+01  1.18167E-04  4.16043E-01
  1.3560000000E+01  1.3586000000E+01  1.17801E-04  3.82107E-01
  1.3586000000E+01  1.3612000000E+01  1.18243E-04  3.88916E-01
  1.3612000000E+01  1.3638000000E+01  1.19565E-04  4.18848E-01
  1.3638000000E+01  1.3664000000E+01  1.19562E-04  4.20830E-01
  1.3664000000E+01  1.3690000000E+01  1.19956E-04  4.25961E-01
  1.3690000000E+01  1.3716000000E+01  1.19539E-04  4.02560E-01
  1.3716000000E+01  1.3742000000E+01  1.19697E-04  3.89257E-01
  1.3742000000E+01  1.3768000000E+01  1.19542E-04  3.77868E-01
  1.3768000000E+01  1.3794000000E+01  1.20897E-04  4.21500E-01
  1.3794000000E+01  1.3820000000E+01  1.21003E-04  3.89314E-01
  1.3820000000E+01  1.3846000000E+01  1.21398E-04  3.87833E-01
  1.3846000000E+01  1.3872000000E+01  1.22764E-04  4.16948E-01
  1.3872000000E+01  1.3898000000E+01  1.22349E-04  3.81080E-01
  1.3898000000E+01  1.3924000000E+01  1.24140E-04  3.55772E-01
  1.3924000000E+01  1.3950000000E+01  1.24464E-04  3.44013E-01
  1.3950000000E+01  1.3976000000E+01  1.24512E-04  3.45320E-01
  1.3976000000E+01  1.4002000000E+01  1.25319E-04  3.41870E-01
  1.4002000000E+01  1.4028000000E+01  1.25756E-04  3.34328E-01
  1.4028000000E+01  1.4054000000E+01  1.26547E-04  3.38410E-01
  1.4054000000E+01  1.4080000000E+01  1.26578E-04  3.38199E-01
  1.4080000000E+01  1.4106000000E+01  1.27466E-04  3.32702E-01
  1.4106000000E+01  1.4132000000E+01  1.28117E-04  3.24918E-01
  1.4132000000E+01  1.4158000000E+01  1.28142E-04  3.10182E-01
  1.4158000000E+01  1.4184000000E+01  1.28472E-04  3.06010E-01
  1.4184000000E+01  1.4210000000E+01  1.28986E-04  3.03471E-01
  1.4210000000E+01  1.4236000000E+01  1.29439E-04  3.01305E-01
  1.4236000000E+01  1.4262000000E+01  1.29955E-04  2.94194E-01
  1.4262000000E+01  1.4288000000E+01  1.30516E-04  2.88272E-01
  1.4288000000E+01  1.4314000000E+01  1.31178E-04  2.80942E-01
  1.4314000000E+01  1.4340000000E+01  1.31387E-04  2.74251E-01
  1.4340000000E+01  1.4366000000E+01  1.31318E-04  2.74803E-01
  1.4366000000E+01  1.4392000000E+01  1.31277E-04  2.69913E-01
  1.4392000000E+01  1.4418000000E+01  1.32002E-04  2.69633E-01
  1.4418000000E+01  1.4444000000E+01  1.32255E-04  2.64852E-01
  1.4444000000E+01  1.4470000000E+01  1.31678E-04  2.65881E-01
  1.4470000000E+01  1.4496000000E+01  1.31417E-04  2.60616E-01
  1.4496000000E+01  1.4522000000E+01  1.32042E-04  2.55898E-01
  1.4522000000E+01  1.4548000000E+01  1.32241E-04  2.55499E-01
  1.4548000000E+01  1.4574000000E+01  1.31440E-04  2.52133E-01
  1.4574000000E+01  1.4600000000E+01  1.31512E-04  2.52448E-01
  1.4600000000E+01  1.4626000000E+01  1.31914E-04  2.50612E-01
  1.4626000000E+01  1.4652000000E+01  1.31934E-04  2.44201E-01
  1.4652000000E+01  1.4678000000E+01  1.32226E-04  2.46603E-01
  1.4678000000E+01  1.4704000000E+01  1.32062E-04  2.43261E-01
  1.4704000000E+01  1.4730000000E+01  1.32521E-04  2.43206E-01
  1.4730000000E+01  1.4756000000E+01  1.31849E-04  2.40817E-01
  1.4756000000E+01  1.4782000000E+01  1.31469E-04  2.38844E-01
  1.4782000000E+01  1.4808000000E+01  1.31756E-04  2.43107E-01
  1.4808000000E+01  1.4834000000E+01  1.31700E-04  2.40271E-01
  1.4834000000E+01  1.4860000000E+01  1.32113E-04  2.37251E-01
  1.4860000000E+01  1.4886000000E+01  1.31866E-04  2.33403E-01
  1.4886000000E+01  1.4912000000E+01  1.32242E-04  2.31227E-01
  1.4912000000E+01  1.4938000000E+01  1.32161E-04  2.36354E-01
  1.4938000000E+01  1.4964000000E+01  1.31585E-04  2.33602E-01
  1.4964000000E+01  1.4990000000E+01  1.31523E-04  2.34466E-01
  1.4990000000E+01  1.5016000000E+01  1.31231E-04  2.28070E-01
  1.5016000000E+01  1.5042000000E+01  1.31288E-04  2.29929E-01
  1.5042000000E+01  1.5068000000E+01  1.31399E-04  2.30854E-01
  1.5068000000E+01  1.5094000000E+01  1.31077E-04  2.34575E-01
  1.5094000000E+01  1.5120000000E+01  1.31292E-04  2.28543E-01
  1.5120000000E+01  1.5146000000E+01  1.30963E-04  2.31171E-01
  1.5146000000E+01  1.5172000000E+01  1.30814E-04  2.25735E-01
  1.5172000000E+01  1.5198000000E+01  1.30699E-04  2.29381E-01
  1.5198000000E+01  1.5224000000E+01  1.31163E-04  2.30440E-01
  1.5224000000E+01  1.5250000000E+01  1.31224E-04  2.25128E-01
  1.5250000000E+01  1.5276000000E+01  1.31461E-04  2.26471E-01
  1.5276000000E+01  1.5302000000E+01  1.31066E-04  2.22637E-01
  1.5302000000E+01  1.5328000000E+01  1.32142E-04  2.28014E-01
  1.5328000000E+01  1.5354000000E+01  1.31664E-04  2.27321E-01
  1.5354000000E+01  1.5380000000E+01  1.31008E-04  2.28704E-01
  1.5380000000E+01  1.5406000000E+01  1.30928E-04  2.25872E-01
  1.5406000000E+01  1.5432000000E+01  1.30943E-04  2.23568E-01
  1.5432000000E+01  1.5458000000E+01  1.30665E-04  2.20782E-01
  1.5458000000E+01  1.5484000000E+01  1.30806E-04  2.19397E-01
  1.5484000000E+01  1.5510000000E+01  1.31271E-04  2.26332E-01
  1.5510000000E+01  1.5536000000E+01  1.31200E-04  2.20777E-01
  1.5536000000E+01  1.5562000000E+01  1.30719E-04  2.18049E-01
  1.5562000000E+01  1.5588000000E+01  1.30340E-04  2.18002E-01
  1.5588000000E+01  1.5614000000E+01  1.30760E-04  2.19860E-01
  1.5614000000E+01  1.5640000000E+01  1.30794E-04  2.15040E-01
  1.5640000000E+01  1.5666000000E+01  1.30566E-04  2.11957E-01
  1.5666000000E+01  1.5692000000E+01  1.30124E-04  2.14006E-01
  1.5692000000E+01  1.5718000000E+01  1.30602E-04  2.15481E-01
  1.5718000000E+01  1.5744000000E+01  1.30676E-04  2.18197E-01
  1.5744000000E+01  1.5770000000E+01  1.30772E-04  2.22387E-01
  1.5770000000E+01  1.5796000000E+01  1.30179E-04  2.13625E-01
  1.5796000000E+01  1.5822000000E+01  1.31142E-04  2.18394E-01
  1.5822000000E+01  1.5848000000E+01  1.30762E-04  2.19329E-01
  1.5848000000E+01  1.5874000000E+01  1.30477E-04  2.20039E-01
  1.5874000000E+01  1.5900000000E+01  1.30626E-04  2.23982E-01
  1.5900000000E+01  1.5926000000E+01  1.30454E-04  2.21213E-01
  1.5926000000E+01  1.5952000000E+01  1.30374E-04  2.17169E-01
  1.5952000000E+01  1.5978000000E+01  1.30338E-04  2.19477E-01
  1.5978000000E+01  1.6004000000E+01  1.30536E-04  2.20425E-01
  1.6004000000E+01  1.6030000000E+01  1.30779E-04  2.23247E-01
  1.6030000000E+01  1.6056000000E+01  1.30543E-04  2.17100E-01
  1.6056000000E+01  1.6082000000E+01  1.30159E-04  2.15416E-01
  1.6082000000E+01  1.6108000000E+01  1.30408E-04  2.21131E-01
  1.6108000000E+01  1.6134000000E+01  1.30746E-04  2.22078E-01
  1.6134000000E+01  1.6160000000E+01  1.30318E-04  2.21432E-01
  1.6160000000E+01  1.6186000000E+01  1.29485E-04  2.20985E-01
  1.6186000000E+01  1.6212000000E+01  1.29976E-04  2.23071E-01
  1.6212000000E+01  1.6238000000E+01  1.29923E-04  2.21443E-01
  1.6238000000E+01  1.6264000000E+01  1.29708E-04  2.20564E-01
  1.6264000000E+01  1.6290000000E+01  1.29009E-04  2.16919E-01
  1.6290000000E+01  1.6316000000E+01  1.29308E-04  2.19057E-01
  1.6316000000E+01  1.6342000000E+01  1.29589E-04  2.21745E-01
  1.6342000000E+01  1.6368000000E+01  1.29505E-04  2.23592E-01
  1.6368000000E+01  1.6394000000E+01  1.28873E-04  2.18232E-01
  1.6394000000E+01  1.6420000000E+01  1.29643E-04  2.22237E-01
  1.6420000000E+01  1.6446000000E+01  1.29862E-04  2.21245E-01
  1.6446000000E+01  1.6472000000E+01  1.28968E-04  2.18146E-01
  1.6472000000E+01  1.6498000000E+01  1.29061E-04  2.22451E-01
  1.6498000000E+01  1.6524000000E+01  1.29522E-04  2.22543E-01
  1.6524000000E+01  1.6550000000E+01  1.29553E-04  2.19736E-01
  1.6550000000E+01  1.6576000000E+01  1.28920E-04  2.18850E-01
  1.6576000000E+01  1.6602000000E+01  1.29021E-04  2.16015E-01
  1.6602000000E+01  1.6628000000E+01  1.29346E-04  2.13133E-01
  1.6628000000E+01  1.6654000000E+01  1.29122E-04  2.15343E-01
  1.6654000000E+01  1.6680000000E+01  1.28765E-04  2.15697E-01
  1.6680000000E+01  1.6706000000E+01  1.29027E-04  2.15348E-01
  1.6706000000E+01  1.6732000000E+01  1.29048E-04  2.18388E-01
  1.6732000000E+01  1.6758000000E+01  1.28699E-04  2.14722E-01
  1.6758000000E+01  1.6784000000E+01  1.28794E-04  2.16643E-01
  1.6784000000E+01  1.6810000000E+01  1.29330E-04  2.18399E-01
  1.6810000000E+01  1.6836000000E+01  1.29038E-04  2.14975E-01
  1.6836000000E+01  1.6862000000E+01  1.29101E-04  2.19752E-01
  1.6862000000E+01  1.6888000000E+01  1.28555E-04  2.18269E-01
  1.6888000000E+01  1.6914000000E+01  1.28893E-04  2.18664E-01
  1.6914000000E+01  1.6940000000E+01  1.29025E-04  2.20748E-01
  1.6940000000E+01  1.6966000000E+01  1.28749E-04  2.12897E-01
  1.6966000000E+01  1.6992000000E+01  1.28690E-04  2.20645E-01
  1.6992000000E+01  1.7018000000E+01  1.28871E-04  2.17214E-01
  1.7018000000E+01  1.7044000000E+01  1.28606E-04  2.15032E-01
  1.7044000000E+01  1.7070000000E+01  1.28608E-04  2.17078E-01
  1.7070000000E+01  1.7096000000E+01  1.28036E-04  2.13123E-01
  1.7096000000E+01  1.7122000000E+01  1.28613E-04  2.14698E-01
  1.7122000000E+01  1.7148000000E+01  1.28801E-04  2.19683E-01
  1.7148000000E+01  1.7174000000E+01  1.28577E-04  2.16661E-01
  1.7174000000E+01  1.7200000000E+01  1.28332E-04  2.20961E-01
  1.7200000000E+01  1.7226000000E+01  1.28951E-04  2.18630E-01
  1.7226000000E+01  1.7252000000E+01  1.29086E-04  2.17993E-01
  1.7252000000E+01  1.7278000000E+01  1.28809E-04  2.20564E-01
  1.7278000000E+01  1.7304000000E+01  1.28542E-04  2.19606E-01
  1.7304000000E+01  1.7330000000E+01  1.28893E-04  2.22523E-01
  1.7330000000E+01  1.7356000000E+01  1.28385E-04  2.20888E-01
  1.7356000000E+01  1.7382000000E+01  1.28489E-04  2.20401E-01
  1.7382000000E+01  1.7408000000E+01  1.28436E-04  2.21326E-01
  1.7408000000E+01  1.7434000000E+01  1.28770E-04  2.16817E-01
  1.7434000000E+01  1.7460000000E+01  1.28693E-04  2.19892E-01
  1.7460000000E+01  1.7486000000E+01  1.28398E-04  2.21429E-01
  1.7486000000E+01  1.7512000000E+01  1.28633E-04  2.17927E-01
  1.7512000000E+01  1.7538000000E+01  1.28656E-04  2.19792E-01
  1.7538000000E+01  1.7564000000E+01  1.28647E-04  2.22812E-01
  1.7564000000E+01  1.7590000000E+01  1.28131E-04  2.23983E-01
  1.7590000000E+01  1.7616000000E+01  1.28170E-04  2.16097E-01
  1.7616000000E+01  1.7642000000E+01  1.28323E-04  2.17893E-01
  1.7642000000E+01  1.7668000000E+01  1.28284E-04  2.17176E-01
  1.7668000000E+01  1.7694000000E+01  1.27701E-04  2.17645E-01
  1.7694000000E+01  1.7720000000E+01  1.28547E-04  2.17929E-01
  1.7720000000E+01  1.7746000000E+01  1.28269E-04  2.18853E-01
  1.7746000000E+01  1.7772000000E+01  1.28110E-04  2.24154E-01
  1.7772000000E+01  1.7798000000E+01  1.27743E-04  2.19956E-01
  1.7798000000E+01  1.7824000000E+01  1.28371E-04  2.21656E-01
  1.7824000000E+01  1.7850000000E+01  1.28220E-04  2.20541E-01
  1.7850000000E+01  1.7876000000E+01  1.27957E-04  2.20926E-01
  1.7876000000E+01  1.7902000000E+01  1.27524E-04  2.22570E-01
  1.7902000000E+01  1.7928000000E+01  1.28080E-04  2.20827E-01
  1.7928000000E+01  1.7954000000E+01  1.27743E-04  2.20003E-01
  1.7954000000E+01  1.7980000000E+01  1.27050E-04  2.16886E-01
  1.7980000000E+01  1.8006000000E+01  1.27117E-04  2.18313E-01
  1.8006000000E+01  1.8032000000E+01  1.27675E-04  2.19027E-01
  1.8032000000E+01  1.8058000000E+01  1.27484E-04  2.17792E-01
  1.8058000000E+01  1.8084000000E+01  1.27432E-04  2.20284E-01
  1.8084000000E+01  1.8110000000E+01  1.27956E-04  2.23079E-01
  1.8110000000E+01  1.8136000000E+01  1.28189E-04  2.21181E-01
  1.8136000000E+01  1.8162000000E+01  1.27861E-04  2.16053E-01
  1.8162000000E+01  1.8188000000E+01  1.27425E-04  2.19617E-01
  1.8188000000E+01  1.8214000000E+01  1.27776E-04  2.21834E-01
  1.8214000000E+01  1.8240000000E+01  1.27855E-04  2.22979E-01
  1.8240000000E+01  1.8266000000E+01  1.28244E-04  2.23829E-01
  1.8266000000E+01  1.8292000000E+01  1.27712E-04  2.27086E-01
  1.8292000000E+01  1.8318000000E+01  1.28097E-04  2.23929E-01
  1.8318000000E+01  1.8344000000E+01  1.27759E-04  2.20053E-01
  1.8344000000E+01  1.8370000000E+01  1.27902E-04  2.24027E-01
  1.8370000000E+01  1.8396000000E+01  1.27416E-04  2.25737E-01
  1.8396000000E+01  1.8422000000E+01  1.27789E-04  2.25112E-01
  1.8422000000E+01  1.8448000000E+01  1.27918E-04  2.22520E-01
  1.8448000000E+01  1.8474000000E+01  1.27666E-04  2.24742E-01
  1.8474000000E+01  1.8500000000E+01  1.27157E-04  2.22524E-01
  1.8500000000E+01  1.8526000000E+01  1.28161E-04  2.23847E-01
  1.8526000000E+01  1.8552000000E+01  1.28229E-04  2.24076E-01
  1.8552000000E+01  1.8578000000E+01  1.28046E-04  2.24723E-01
